Tweet_ID,Date,Ticker,Username,Text,Created_At,Retweets,Likes,sentiment
1609736400019,2021-01-04,AAPL,investor_741,$AAPL trading at average multiple. Fair value currently. #trading,2021-01-04 11:29:15,79,497,neutral
1609822800000,2021-01-05,AAPL,investor_262,Apple car rumors making me even more bullish on $AAPL.,2021-01-05 19:02:02,43,57,positive
1609822800001,2021-01-05,AAPL,investor_390,Apple AR headset will be a game changer. $AAPL breaking $200 soon.,2021-01-05 03:39:02,41,182,positive
1609822800002,2021-01-05,AAPL,investor_585,Holding my $AAPL position for now. Waiting for next earnings. #stocks,2021-01-05 22:45:50,3,394,neutral
1609822800003,2021-01-05,AAPL,investor_782,$AAPL hitting new highs! Best tech stock out there. #trading,2021-01-05 11:58:08,18,482,positive
1609822800004,2021-01-05,AAPL,investor_427,$AAPL dividend increase looks promising. Great long-term hold. #technology,2021-01-05 20:04:18,84,443,positive
1609822800005,2021-01-05,AAPL,investor_246,Tim Cook sold some shares. Standard procedure for $AAPL execs.,2021-01-05 05:32:43,16,92,neutral
1609822800006,2021-01-05,AAPL,investor_730,Tim Cook's leadership at Apple is outstanding. $AAPL is a winner.,2021-01-05 09:07:21,50,89,positive
1609822800007,2021-01-05,AAPL,investor_426,$AAPL facing regulatory headwinds. Bearish outlook. #stocks,2021-01-05 06:23:48,76,195,negative
1609822800008,2021-01-05,AAPL,investor_460,iPhone sales declining in China. Not good for $AAPL.,2021-01-05 10:53:03,77,420,negative
1609822800009,2021-01-05,AAPL,investor_335,$AAPL overvalued at these levels. Taking profits today.,2021-01-05 23:21:35,78,375,negative
1609822800010,2021-01-05,AAPL,investor_340,Apple's services division is growing faster than expected. Bullish on $AAPL.,2021-01-05 03:13:17,8,221,positive
1609822800011,2021-01-05,AAPL,investor_693,Apple car rumors making me even more bullish on $AAPL.,2021-01-05 00:58:37,50,310,positive
1609822800012,2021-01-05,AAPL,investor_151,Tim Cook's leadership at Apple is outstanding. $AAPL is a winner. #invest,2021-01-05 06:07:46,75,167,positive
1609822800013,2021-01-05,AAPL,investor_807,New competitors in Apple's space. $AAPL holding steady though.,2021-01-05 13:38:58,20,472,neutral
1609822800014,2021-01-05,AAPL,investor_329,The new iPhone looks incredible. $AAPL will crush this quarter. #trading,2021-01-05 17:18:50,20,172,positive
1609822800015,2021-01-05,AAPL,investor_645,Competition heating up in wearables. $AAPL losing edge.,2021-01-05 21:40:48,84,451,negative
1609822800016,2021-01-05,AAPL,investor_327,"Rebalanced my portfolio, keeping same $AAPL allocation. #invest",2021-01-05 12:17:38,97,438,neutral
1609822800017,2021-01-05,AAPL,investor_972,Holding my $AAPL position for now. Waiting for next earnings.,2021-01-05 22:56:56,22,440,neutral
1609822800018,2021-01-05,AAPL,investor_365,Apple's services division is growing faster than expected. Bullish on $AAPL. #finance,2021-01-05 16:10:23,30,257,positive
1609822800019,2021-01-05,AAPL,investor_314,The new MacBooks have serious issues. $AAPL quality declining. #finance,2021-01-05 16:30:38,32,489,negative
1609909200000,2021-01-06,AAPL,investor_487,Just bought more $AAPL today. Love this company's long-term prospects!,2021-01-06 03:03:50,75,443,positive
1609909200001,2021-01-06,AAPL,investor_330,$AAPL dividend increase looks promising. Great long-term hold.,2021-01-06 22:15:03,96,302,positive
1609909200002,2021-01-06,AAPL,investor_954,Just bought more $AAPL today. Love this company's long-term prospects! #technology,2021-01-06 01:04:55,63,50,positive
1609909200003,2021-01-06,AAPL,investor_374,Just bought more $AAPL today. Love this company's long-term prospects!,2021-01-06 01:10:56,47,195,positive
1609909200004,2021-01-06,AAPL,investor_187,$AAPL overvalued at these levels. Taking profits today.,2021-01-06 09:11:41,91,56,negative
1609909200005,2021-01-06,AAPL,investor_727,$AAPL trading at average multiple. Fair value currently. #stocks,2021-01-06 04:38:41,74,213,neutral
1609909200006,2021-01-06,AAPL,investor_480,Just bought more $AAPL today. Love this company's long-term prospects! #stocks,2021-01-06 02:25:06,49,151,positive
1609909200007,2021-01-06,AAPL,investor_514,Competition heating up in wearables. $AAPL losing edge.,2021-01-06 22:06:26,60,41,negative
1609909200008,2021-01-06,AAPL,investor_101,$AAPL facing regulatory headwinds. Bearish outlook. #trading,2021-01-06 15:17:49,77,500,negative
1609909200009,2021-01-06,AAPL,investor_274,Interesting patent from Apple today. $AAPL worth watching. #stocks,2021-01-06 16:20:34,13,394,neutral
1609909200010,2021-01-06,AAPL,investor_180,Apple car rumors making me even more bullish on $AAPL. #invest,2021-01-06 16:57:08,93,227,positive
1609909200011,2021-01-06,AAPL,investor_418,$AAPL trading at average multiple. Fair value currently.,2021-01-06 03:06:17,28,483,neutral
1609909200012,2021-01-06,AAPL,investor_813,$AAPL trading sideways today. Market uncertainty.,2021-01-06 20:48:32,83,278,neutral
1609909200013,2021-01-06,AAPL,investor_356,Tim Cook's leadership at Apple is outstanding. $AAPL is a winner. #trading,2021-01-06 00:21:23,49,167,positive
1609909200014,2021-01-06,AAPL,investor_789,The new MacBooks have serious issues. $AAPL quality declining.,2021-01-06 21:53:30,57,336,negative
1609909200015,2021-01-06,AAPL,investor_587,Just bought more $AAPL today. Love this company's long-term prospects! #trading,2021-01-06 18:27:28,52,229,positive
1609909200016,2021-01-06,AAPL,investor_315,$AAPL trading at average multiple. Fair value currently.,2021-01-06 11:15:17,37,253,neutral
1609909200017,2021-01-06,AAPL,investor_490,Apple event announced for next month. $AAPL impact unclear.,2021-01-06 08:42:50,93,234,neutral
1609909200018,2021-01-06,AAPL,investor_263,The new MacBooks have serious issues. $AAPL quality declining.,2021-01-06 23:33:30,94,374,negative
1609909200019,2021-01-06,AAPL,investor_658,Apple suppliers reporting mixed results. Neutral on $AAPL.,2021-01-06 15:09:42,97,289,neutral
1609995600000,2021-01-07,AAPL,investor_540,Just bought more $AAPL today. Love this company's long-term prospects! #stocks,2021-01-07 15:41:27,24,107,positive
1609995600001,2021-01-07,AAPL,investor_642,$AAPL trading sideways today. Market uncertainty. #finance,2021-01-07 14:35:16,32,80,neutral
1609995600002,2021-01-07,AAPL,investor_482,"Rebalanced my portfolio, keeping same $AAPL allocation.",2021-01-07 00:58:44,29,178,neutral
1609995600003,2021-01-07,AAPL,investor_912,$AAPL volume lower than usual. Market seems indecisive.,2021-01-07 23:26:48,68,337,neutral
1609995600004,2021-01-07,AAPL,investor_752,Apple car rumors making me even more bullish on $AAPL.,2021-01-07 11:05:38,48,98,positive
1609995600005,2021-01-07,AAPL,investor_842,Apple suppliers reporting mixed results. Neutral on $AAPL.,2021-01-07 18:02:17,83,47,neutral
1609995600006,2021-01-07,AAPL,investor_795,Interesting patent from Apple today. $AAPL worth watching.,2021-01-07 03:37:55,74,457,neutral
1609995600007,2021-01-07,AAPL,investor_696,$AAPL trading at average multiple. Fair value currently.,2021-01-07 22:19:14,38,234,neutral
1609995600008,2021-01-07,AAPL,investor_939,Shorting $AAPL ahead of earnings. Expectations too high. #finance,2021-01-07 07:17:10,70,255,negative
1609995600009,2021-01-07,AAPL,investor_764,Apple event announced for next month. $AAPL impact unclear. #finance,2021-01-07 16:55:44,10,11,neutral
1609995600010,2021-01-07,AAPL,investor_863,Tim Cook's leadership at Apple is outstanding. $AAPL is a winner. #stocks,2021-01-07 11:51:37,10,236,positive
1609995600011,2021-01-07,AAPL,investor_621,Just bought more $AAPL today. Love this company's long-term prospects!,2021-01-07 13:12:21,0,321,positive
1609995600012,2021-01-07,AAPL,investor_663,Apple's innovation has stalled under Tim Cook. $AAPL is a sell.,2021-01-07 12:05:10,78,196,negative
1609995600013,2021-01-07,AAPL,investor_903,Apple's earnings were amazing. $AAPL to the moon!,2021-01-07 21:11:22,2,144,positive
1609995600014,2021-01-07,AAPL,investor_804,$AAPL trading at average multiple. Fair value currently.,2021-01-07 07:53:59,49,80,neutral
1609995600015,2021-01-07,AAPL,investor_873,$AAPL overvalued at these levels. Taking profits today.,2021-01-07 19:26:04,36,265,negative
1609995600016,2021-01-07,AAPL,investor_169,The new iPhone looks incredible. $AAPL will crush this quarter.,2021-01-07 01:49:24,74,321,positive
1609995600017,2021-01-07,AAPL,investor_288,Apple event announced for next month. $AAPL impact unclear.,2021-01-07 18:22:10,55,61,neutral
1609995600018,2021-01-07,AAPL,investor_726,Analysts are underestimating $AAPL growth potential. Strong buy! #stocks,2021-01-07 11:31:55,82,286,positive
1609995600019,2021-01-07,AAPL,investor_952,Apple's services division is growing faster than expected. Bullish on $AAPL. #trading,2021-01-07 16:15:37,11,117,positive
1610082000000,2021-01-08,AAPL,investor_257,Apple car rumors making me even more bullish on $AAPL. #invest,2021-01-08 04:36:45,48,97,positive
1610082000001,2021-01-08,AAPL,investor_579,Apple suppliers reporting mixed results. Neutral on $AAPL.,2021-01-08 17:44:44,62,328,neutral
1610082000002,2021-01-08,AAPL,investor_837,Apple's innovation has stalled under Tim Cook. $AAPL is a sell.,2021-01-08 20:54:26,42,435,negative
1610082000003,2021-01-08,AAPL,investor_754,Apple car rumors making me even more bullish on $AAPL.,2021-01-08 03:20:29,85,241,positive
1610082000004,2021-01-08,AAPL,investor_177,Apple's services division is growing faster than expected. Bullish on $AAPL. #finance,2021-01-08 23:23:50,83,64,positive
1610082000005,2021-01-08,AAPL,investor_723,Apple car rumors making me even more bullish on $AAPL. #trading,2021-01-08 00:08:22,94,185,positive
1610082000006,2021-01-08,AAPL,investor_919,Tim Cook's leadership at Apple is outstanding. $AAPL is a winner.,2021-01-08 10:44:48,86,320,positive
1610082000007,2021-01-08,AAPL,investor_786,$AAPL dividend increase looks promising. Great long-term hold. #technology,2021-01-08 10:37:22,13,132,positive
1610082000008,2021-01-08,AAPL,investor_676,Selling my $AAPL position today. Tech sell-off coming.,2021-01-08 05:06:55,54,285,negative
1610082000009,2021-01-08,AAPL,investor_288,Apple's earnings were amazing. $AAPL to the moon!,2021-01-08 12:55:25,37,32,positive
1610082000010,2021-01-08,AAPL,investor_624,Selling my $AAPL position today. Tech sell-off coming.,2021-01-08 19:32:06,10,245,negative
1610082000011,2021-01-08,AAPL,investor_797,$AAPL trading at average multiple. Fair value currently.,2021-01-08 19:44:22,11,297,neutral
1610082000012,2021-01-08,AAPL,investor_430,Apple event announced for next month. $AAPL impact unclear. #finance,2021-01-08 09:14:02,44,449,neutral
1610082000013,2021-01-08,AAPL,investor_908,Just bought more $AAPL today. Love this company's long-term prospects!,2021-01-08 03:36:29,97,474,positive
1610082000014,2021-01-08,AAPL,investor_582,Interesting patent from Apple today. $AAPL worth watching.,2021-01-08 21:30:36,87,56,neutral
1610082000015,2021-01-08,AAPL,investor_318,Apple's services division is growing faster than expected. Bullish on $AAPL.,2021-01-08 09:15:55,88,196,positive
1610082000016,2021-01-08,AAPL,investor_793,The new MacBooks have serious issues. $AAPL quality declining. #finance,2021-01-08 14:05:35,6,288,negative
1610082000017,2021-01-08,AAPL,investor_311,Apple suppliers reporting mixed results. Neutral on $AAPL. #trading,2021-01-08 15:56:06,1,327,neutral
1610082000018,2021-01-08,AAPL,investor_998,Apple's innovation has stalled under Tim Cook. $AAPL is a sell. #stocks,2021-01-08 09:37:08,24,87,negative
1610082000019,2021-01-08,AAPL,investor_862,Competition heating up in wearables. $AAPL losing edge. #invest,2021-01-08 04:57:25,15,355,negative
1610341200000,2021-01-11,AAPL,investor_115,$AAPL trading at average multiple. Fair value currently.,2021-01-11 06:38:33,68,412,neutral
1610341200001,2021-01-11,AAPL,investor_595,Tim Cook's leadership at Apple is outstanding. $AAPL is a winner.,2021-01-11 11:33:52,52,181,positive
1610341200002,2021-01-11,AAPL,investor_600,"Rebalanced my portfolio, keeping same $AAPL allocation.",2021-01-11 10:10:44,1,218,neutral
1610341200003,2021-01-11,AAPL,investor_101,Analysts are underestimating $AAPL growth potential. Strong buy!,2021-01-11 05:52:29,6,105,positive
1610341200004,2021-01-11,AAPL,investor_268,$AAPL facing regulatory headwinds. Bearish outlook.,2021-01-11 09:42:08,37,22,negative
1610341200005,2021-01-11,AAPL,investor_959,Apple event announced for next month. $AAPL impact unclear.,2021-01-11 00:03:11,26,267,neutral
1610341200006,2021-01-11,AAPL,investor_154,Holding my $AAPL position for now. Waiting for next earnings.,2021-01-11 20:01:08,12,435,neutral
1610341200007,2021-01-11,AAPL,investor_452,Interesting patent from Apple today. $AAPL worth watching.,2021-01-11 06:50:52,5,72,neutral
1610341200008,2021-01-11,AAPL,investor_181,$AAPL facing regulatory headwinds. Bearish outlook.,2021-01-11 17:40:19,7,72,negative
1610341200009,2021-01-11,AAPL,investor_934,$AAPL trading sideways today. Market uncertainty.,2021-01-11 12:12:36,33,88,neutral
1610341200010,2021-01-11,AAPL,investor_773,$AAPL facing regulatory headwinds. Bearish outlook.,2021-01-11 03:50:22,58,348,negative
1610341200011,2021-01-11,AAPL,investor_596,Interesting patent from Apple today. $AAPL worth watching. #invest,2021-01-11 09:00:10,51,190,neutral
1610341200012,2021-01-11,AAPL,investor_847,"Rebalanced my portfolio, keeping same $AAPL allocation.",2021-01-11 16:20:02,9,158,neutral
1610341200013,2021-01-11,AAPL,investor_535,Selling my $AAPL position today. Tech sell-off coming.,2021-01-11 06:34:16,98,294,negative
1610341200014,2021-01-11,AAPL,investor_565,Selling my $AAPL position today. Tech sell-off coming.,2021-01-11 05:30:09,61,77,negative
1610341200015,2021-01-11,AAPL,investor_298,Apple AR headset will be a game changer. $AAPL breaking $200 soon.,2021-01-11 11:48:02,66,323,positive
1610341200016,2021-01-11,AAPL,investor_953,"Rebalanced my portfolio, keeping same $AAPL allocation.",2021-01-11 19:40:52,68,397,neutral
1610341200017,2021-01-11,AAPL,investor_190,The new iPhone looks incredible. $AAPL will crush this quarter.,2021-01-11 01:37:40,78,473,positive
1610341200018,2021-01-11,AAPL,investor_194,Apple's App Store fees under scrutiny. $AAPL faces regulatory risk. #stocks,2021-01-11 01:37:12,96,92,negative
1610341200019,2021-01-11,AAPL,investor_738,Tim Cook's leadership at Apple is outstanding. $AAPL is a winner.,2021-01-11 15:35:49,52,400,positive
1610427600000,2021-01-12,AAPL,investor_129,Apple event announced for next month. $AAPL impact unclear. #finance,2021-01-12 18:27:32,27,446,neutral
1610427600001,2021-01-12,AAPL,investor_272,The new MacBooks have serious issues. $AAPL quality declining.,2021-01-12 21:06:26,22,478,negative
1610427600002,2021-01-12,AAPL,investor_985,Apple's services division is growing faster than expected. Bullish on $AAPL. #trading,2021-01-12 02:57:01,53,467,positive
1610427600003,2021-01-12,AAPL,investor_786,"Rebalanced my portfolio, keeping same $AAPL allocation.",2021-01-12 07:14:28,44,421,neutral
1610427600004,2021-01-12,AAPL,investor_913,$AAPL volume lower than usual. Market seems indecisive.,2021-01-12 18:29:19,65,104,neutral
1610427600005,2021-01-12,AAPL,investor_980,Apple's App Store fees under scrutiny. $AAPL faces regulatory risk.,2021-01-12 10:36:43,42,225,negative
1610427600006,2021-01-12,AAPL,investor_564,New competitors in Apple's space. $AAPL holding steady though.,2021-01-12 14:43:35,71,365,neutral
1610427600007,2021-01-12,AAPL,investor_607,Selling my $AAPL position today. Tech sell-off coming. #trading,2021-01-12 14:01:49,28,100,negative
1610427600008,2021-01-12,AAPL,investor_679,$AAPL hitting new highs! Best tech stock out there. #trading,2021-01-12 11:54:36,58,500,positive
1610427600009,2021-01-12,AAPL,investor_737,Apple suppliers reporting mixed results. Neutral on $AAPL.,2021-01-12 09:15:33,6,238,neutral
1610427600010,2021-01-12,AAPL,investor_683,Apple's innovation has stalled under Tim Cook. $AAPL is a sell. #trading,2021-01-12 22:35:08,34,189,negative
1610427600011,2021-01-12,AAPL,investor_236,Just bought more $AAPL today. Love this company's long-term prospects! #stocks,2021-01-12 11:20:16,17,308,positive
1610427600012,2021-01-12,AAPL,investor_864,"Rebalanced my portfolio, keeping same $AAPL allocation.",2021-01-12 22:59:41,21,13,neutral
1610427600013,2021-01-12,AAPL,investor_233,"Rebalanced my portfolio, keeping same $AAPL allocation.",2021-01-12 20:43:00,62,306,neutral
1610427600014,2021-01-12,AAPL,investor_752,Apple's earnings were amazing. $AAPL to the moon!,2021-01-12 01:25:20,88,470,positive
1610427600015,2021-01-12,AAPL,investor_729,Apple suppliers reporting mixed results. Neutral on $AAPL.,2021-01-12 14:51:57,3,401,neutral
1610427600016,2021-01-12,AAPL,investor_339,Apple event announced for next month. $AAPL impact unclear.,2021-01-12 07:41:35,51,477,neutral
1610427600017,2021-01-12,AAPL,investor_161,Selling my $AAPL position today. Tech sell-off coming.,2021-01-12 09:56:47,3,103,negative
1610427600018,2021-01-12,AAPL,investor_918,$AAPL dividend increase looks promising. Great long-term hold.,2021-01-12 02:56:47,91,143,positive
1610427600019,2021-01-12,AAPL,investor_717,Just bought more $AAPL today. Love this company's long-term prospects!,2021-01-12 01:46:39,12,289,positive
1610514000000,2021-01-13,AAPL,investor_857,Just bought more $AAPL today. Love this company's long-term prospects! #trading,2021-01-13 17:21:48,42,265,positive
1610514000001,2021-01-13,AAPL,investor_233,Apple's innovation has stalled under Tim Cook. $AAPL is a sell.,2021-01-13 17:32:23,48,358,negative
1610514000002,2021-01-13,AAPL,investor_791,Apple event announced for next month. $AAPL impact unclear.,2021-01-13 22:48:51,31,500,neutral
1610514000003,2021-01-13,AAPL,investor_986,The new MacBooks have serious issues. $AAPL quality declining. #finance,2021-01-13 16:48:36,10,492,negative
1610514000004,2021-01-13,AAPL,investor_136,$AAPL trading at average multiple. Fair value currently.,2021-01-13 21:33:32,9,132,neutral
1610514000005,2021-01-13,AAPL,investor_779,Interesting patent from Apple today. $AAPL worth watching. #trading,2021-01-13 16:57:44,15,482,neutral
1610514000006,2021-01-13,AAPL,investor_564,Competition heating up in wearables. $AAPL losing edge.,2021-01-13 02:43:10,93,330,negative
1610514000007,2021-01-13,AAPL,investor_547,iPhone sales declining in China. Not good for $AAPL.,2021-01-13 01:32:14,16,30,negative
1610514000008,2021-01-13,AAPL,investor_255,Holding my $AAPL position for now. Waiting for next earnings.,2021-01-13 06:30:38,64,20,neutral
1610514000009,2021-01-13,AAPL,investor_482,Apple car rumors making me even more bullish on $AAPL.,2021-01-13 18:55:00,55,65,positive
1610514000010,2021-01-13,AAPL,investor_893,$AAPL trading at average multiple. Fair value currently.,2021-01-13 03:42:43,77,408,neutral
1610514000011,2021-01-13,AAPL,investor_928,The new iPhone looks incredible. $AAPL will crush this quarter.,2021-01-13 02:39:43,71,103,positive
1610514000012,2021-01-13,AAPL,investor_136,The new MacBooks have serious issues. $AAPL quality declining.,2021-01-13 06:25:09,36,496,negative
1610514000013,2021-01-13,AAPL,investor_615,Apple car rumors making me even more bullish on $AAPL. #technology,2021-01-13 10:19:23,79,118,positive
1610514000014,2021-01-13,AAPL,investor_741,Apple AR headset will be a game changer. $AAPL breaking $200 soon. #finance,2021-01-13 09:48:37,2,41,positive
1610514000015,2021-01-13,AAPL,investor_366,iPhone market share dropping globally. $AAPL growth story ending.,2021-01-13 19:03:05,3,291,negative
1610514000016,2021-01-13,AAPL,investor_221,Apple car rumors making me even more bullish on $AAPL.,2021-01-13 22:24:43,0,421,positive
1610514000017,2021-01-13,AAPL,investor_867,Tim Cook's leadership at Apple is outstanding. $AAPL is a winner.,2021-01-13 00:58:30,99,442,positive
1610514000018,2021-01-13,AAPL,investor_662,The new iPhone looks incredible. $AAPL will crush this quarter.,2021-01-13 06:26:34,75,280,positive
1610514000019,2021-01-13,AAPL,investor_786,Shorting $AAPL ahead of earnings. Expectations too high.,2021-01-13 20:07:13,88,151,negative
1610600400000,2021-01-14,AAPL,investor_395,Analysts are underestimating $AAPL growth potential. Strong buy!,2021-01-14 01:39:51,84,261,positive
1610600400001,2021-01-14,AAPL,investor_175,Apple's App Store fees under scrutiny. $AAPL faces regulatory risk.,2021-01-14 02:04:32,76,240,negative
1610600400002,2021-01-14,AAPL,investor_226,Interesting patent from Apple today. $AAPL worth watching.,2021-01-14 09:40:10,34,268,neutral
1610600400003,2021-01-14,AAPL,investor_894,iPhone market share dropping globally. $AAPL growth story ending.,2021-01-14 20:36:27,75,399,negative
1610600400004,2021-01-14,AAPL,investor_344,Apple event announced for next month. $AAPL impact unclear.,2021-01-14 09:47:48,93,184,neutral
1610600400005,2021-01-14,AAPL,investor_399,"Rebalanced my portfolio, keeping same $AAPL allocation. #invest",2021-01-14 01:10:23,69,215,neutral
1610600400006,2021-01-14,AAPL,investor_598,Apple AR headset will be a game changer. $AAPL breaking $200 soon. #invest,2021-01-14 06:55:30,17,260,positive
1610600400007,2021-01-14,AAPL,investor_459,Apple AR headset will be a game changer. $AAPL breaking $200 soon.,2021-01-14 05:48:09,82,108,positive
1610600400008,2021-01-14,AAPL,investor_684,$AAPL dividend increase looks promising. Great long-term hold. #technology,2021-01-14 02:55:09,95,365,positive
1610600400009,2021-01-14,AAPL,investor_344,Analysts are underestimating $AAPL growth potential. Strong buy!,2021-01-14 11:47:59,24,458,positive
1610600400010,2021-01-14,AAPL,investor_813,$AAPL volume lower than usual. Market seems indecisive. #finance,2021-01-14 08:02:41,17,9,neutral
1610600400011,2021-01-14,AAPL,investor_719,$AAPL dividend increase looks promising. Great long-term hold. #stocks,2021-01-14 18:41:54,62,413,positive
1610600400012,2021-01-14,AAPL,investor_239,$AAPL trading sideways today. Market uncertainty.,2021-01-14 22:18:46,8,259,neutral
1610600400013,2021-01-14,AAPL,investor_196,$AAPL dividend increase looks promising. Great long-term hold.,2021-01-14 13:26:36,67,119,positive
1610600400014,2021-01-14,AAPL,investor_644,"Rebalanced my portfolio, keeping same $AAPL allocation.",2021-01-14 17:17:41,18,56,neutral
1610600400015,2021-01-14,AAPL,investor_170,New competitors in Apple's space. $AAPL holding steady though. #technology,2021-01-14 04:14:50,10,322,neutral
1610600400016,2021-01-14,AAPL,investor_144,The new iPhone looks incredible. $AAPL will crush this quarter.,2021-01-14 08:06:15,37,77,positive
1610600400017,2021-01-14,AAPL,investor_729,$AAPL overvalued at these levels. Taking profits today. #invest,2021-01-14 21:20:03,84,319,negative
1610600400018,2021-01-14,AAPL,investor_331,iPhone sales declining in China. Not good for $AAPL. #invest,2021-01-14 05:02:55,74,279,negative
1610600400019,2021-01-14,AAPL,investor_328,The new MacBooks have serious issues. $AAPL quality declining.,2021-01-14 11:36:57,36,160,negative
1610686800000,2021-01-15,AAPL,investor_413,iPhone market share dropping globally. $AAPL growth story ending.,2021-01-15 05:40:10,95,209,negative
1610686800001,2021-01-15,AAPL,investor_145,Apple event announced for next month. $AAPL impact unclear.,2021-01-15 03:54:26,3,417,neutral
1610686800002,2021-01-15,AAPL,investor_958,Tim Cook sold some shares. Standard procedure for $AAPL execs.,2021-01-15 19:04:06,56,247,neutral
1610686800003,2021-01-15,AAPL,investor_279,Tim Cook's leadership at Apple is outstanding. $AAPL is a winner.,2021-01-15 15:59:44,57,193,positive
1610686800004,2021-01-15,AAPL,investor_516,$AAPL trading sideways today. Market uncertainty.,2021-01-15 01:07:13,9,69,neutral
1610686800005,2021-01-15,AAPL,investor_463,"Rebalanced my portfolio, keeping same $AAPL allocation.",2021-01-15 14:23:27,3,187,neutral
1610686800006,2021-01-15,AAPL,investor_598,Apple car rumors making me even more bullish on $AAPL.,2021-01-15 02:22:24,68,87,positive
1610686800007,2021-01-15,AAPL,investor_624,$AAPL dividend increase looks promising. Great long-term hold.,2021-01-15 14:34:46,95,198,positive
1610686800008,2021-01-15,AAPL,investor_977,iPhone sales declining in China. Not good for $AAPL. #invest,2021-01-15 05:10:41,17,239,negative
1610686800009,2021-01-15,AAPL,investor_167,$AAPL hitting new highs! Best tech stock out there.,2021-01-15 05:00:42,49,356,positive
1610686800010,2021-01-15,AAPL,investor_287,The new MacBooks have serious issues. $AAPL quality declining.,2021-01-15 07:25:53,33,278,negative
1610686800011,2021-01-15,AAPL,investor_480,The new MacBooks have serious issues. $AAPL quality declining.,2021-01-15 23:31:04,27,464,negative
1610686800012,2021-01-15,AAPL,investor_832,Apple's earnings were amazing. $AAPL to the moon! #trading,2021-01-15 16:45:24,22,52,positive
1610686800013,2021-01-15,AAPL,investor_473,$AAPL dividend increase looks promising. Great long-term hold. #trading,2021-01-15 18:23:34,95,347,positive
1610686800014,2021-01-15,AAPL,investor_844,Analysts are underestimating $AAPL growth potential. Strong buy! #technology,2021-01-15 08:27:53,28,288,positive
1610686800015,2021-01-15,AAPL,investor_863,$AAPL dividend increase looks promising. Great long-term hold.,2021-01-15 00:56:14,36,309,positive
1610686800016,2021-01-15,AAPL,investor_892,The new iPhone looks incredible. $AAPL will crush this quarter. #finance,2021-01-15 12:34:18,80,194,positive
1610686800017,2021-01-15,AAPL,investor_419,iPhone market share dropping globally. $AAPL growth story ending. #finance,2021-01-15 13:06:19,56,169,negative
1610686800018,2021-01-15,AAPL,investor_568,Apple's innovation has stalled under Tim Cook. $AAPL is a sell. #invest,2021-01-15 15:17:57,31,243,negative
1610686800019,2021-01-15,AAPL,investor_321,The new iPhone looks incredible. $AAPL will crush this quarter. #trading,2021-01-15 17:06:56,75,235,positive
1610946000000,2021-01-18,AAPL,investor_333,Apple AR headset will be a game changer. $AAPL breaking $200 soon.,2021-01-18 06:03:38,37,87,positive
