ticker,senti_label,text
$UNKNOWN,bullish,Baird likes drug wholesalers in premarket analyst action
$UNKNOWN,bullish,Baird returns to Wingstop bull camp
$UNKNOWN,bullish,Baker Hughes started at buy with $32 stock price target at Deutsche Bank
$BAC,bullish,Bank of America stock price target raised to $49 from $48 at Oppenheimer
$UBER,bullish,Barclays analysts says Uber and Lyft are well-positioned to achieve profitability
$BHC,bullish,"Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to $38 from $32"
$BBBY,bullish,Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch
$BDC,bullish,Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey
$UNKNOWN,bullish,Benchmark says this roof supplier is a Buy
$VMW,bullish,Bernstein turns bullish on VMware's valuation
$BRY,bullish,Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital
$BBY,bullish,Best Buy stock price target raised to $105 from $86 at Oppenheimer
$BIIB,bullish,Biogen stock price target raised to $392 from $320 at Instinet
$BIIB,bullish,Biogen stock price target raised to $410 from $350 at SVB Leerink
$BA,bullish,Boeing stock price target raised to $427 from $406 at CFRA
$WRK,bullish,"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week"
$UNKNOWN,bullish,"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions"
$DPZ,bullish,BTIG expects Domino's to boost buybacks
$OCN,bullish,BTIG sees 'material improvement' to Ocwen book value
$MU,bullish,"Bull sees 2020 upsides for MU, WDC"
$UNKNOWN,bullish,Cabot upgraded to buy from neutral at UBS
$UNKNOWN,bullish,"Canada Goose upgraded to outperform from neutral at Baird, price target C$53"
$UNKNOWN,bullish,Capital Southwest initiated at outperform at Raymond James with $23.50 price target
$UNKNOWN,bullish,Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch
$UNKNOWN,bullish,CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch
$UNKNOWN,bullish,CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch
$UNKNOWN,bullish,Ciena stock price target raised to $47 vs. $43 at Instinet
$UNKNOWN,bullish,Citi gives big boost to Deere PT
$UNKNOWN,bullish,Citi reels in PT on Nu Skin
$UNKNOWN,bullish,CITRON SAYS IT'S LONG ON LUCKIN COFFEE MW vs CItron
$UNKNOWN,bullish,CNH Industrial upped to Buy at Deutsche Bank on valuation
$UNKNOWN,bullish,Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank
$UNKNOWN,bullish,Costco price target raised to $330 vs. $320 at BofA Merrill Lynch
$UNKNOWN,bullish,CSX stock price target raised to $90 from $72 at Deutsche Bank
$UNKNOWN,bullish,CSX upgraded to buy from hold at Deutsche Bank
$UNKNOWN,bullish,CVS Health stock price target raised to $90 from $85 at SunTrust RH
$UNKNOWN,bullish,CyrusOne upgraded to overweight from sector weight at KeyBanc Capital
$UNKNOWN,bullish,Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital
$UNKNOWN,bullish,DLH Holdings maintained as buy with $7 price target at Canaccord
$UNKNOWN,bullish,Domtar upgraded to market perform at BMO Capital
$DOW,bullish,Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch
$AMTX,bullish,"Earnings Update: Here's Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25"
$MLSS,bullish,Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00
$SWKS,bullish,"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104"
$EMN,bullish,Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch
$EPC,bullish,Edgewell stock price target raised to $41 from $33 at CFRA
$ESTC,bullish,Elastic upgraded to buy from hold at Canaccord Genuity
$ENB,bullish,"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50"
$ENR,bullish,"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41"
$ENR,bullish,Energizer shakes off JPMorgan's bear call
$ELS,bullish,Equity Lifestyle Properties upgraded to outperform at BMO Capital
$EL,bullish,Estee Lauder stock price target raised to $238 from $202 at Raymond James
$ETSY,bullish,Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey
$FDX,bullish,FedEx stock price target raised to $168 from $163 at BofA Securities
$FLT,bullish,FleetCor stock price target raised to $325 from $310 at CFRA
$F,bullish,Ford's electric SUV impresses Credit Suisse
$FTNT,bullish,Fortinet stock price target raised to $115 from $104 at BMO Capital
$FTNT,bullish,Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt
$$UNKNOWN,bullish,"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions"
$WDAY,bullish,Goldman adds Workday to conviction list; shares +1%
$UNKNOWN,bullish,"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run"
$UNKNOWN,bullish,GrubHub stock price target raised to $40 from $34 at Oppenheimer
$UNKNOWN,bullish,GrubHub stock price target raised to $60 from $30 at Susquehanna
$UNKNOWN,bullish,Hasbro upgraded on earnings growth potential from Entertainment One acquisition
$UNKNOWN,bullish,"Hasbro upgraded to buy from neutral at UBS, price target $117"
$UNKNOWN,bullish,Heat Biologics started at buy with $1 stock price target at Maxim Group
$UNKNOWN,bullish,"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225"
$UNKNOWN,bullish,Humana stock price target raised to $363 from $319 at Deutsche Bank
$UNKNOWN,bullish,Huntsman named Conviction Buy at Goldman in chemical sector shuffle
$UNKNOWN,bullish,Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey
$UNKNOWN,bullish,Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord
$UNKNOWN,bullish,Invitae Corp. maintained as buy at Benchmark
$UNKNOWN,bullish,J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR
$UNKNOWN,bullish,Jabil stock price target raised to $47 from $36 at CFRA
$TSLA,bullish,Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%.
$UNKNOWN,bullish,JPMorgan likes Bausch Health in premarket analyst action
$UNKNOWN,bullish,JPMorgan out bullish on Uber's upside potential
$UNKNOWN,bullish,Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital
$UNKNOWN,bullish,L3Harris started at buy with $280 stock price target at Benchmark
$UNKNOWN,bullish,Lagging MLP upgraded at Goldman as new projects seen lifting cash flows
$UNKNOWN,bullish,Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark
$UNKNOWN,bullish,Lovesac maintained as buy at Canaccord
$UNKNOWN,bullish,Lululemon stock price target raised to $260 vs. $222 at Susquehanna
$UNKNOWN,bullish,Lyft stock gets an upgrade due to competitive positioning
$UNKNOWN,bullish,LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch
$UNKNOWN,bullish,Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital
$UNKNOWN,bullish,Mesa Air reiterated as outperform at Cowen
$UNKNOWN,bullish,Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey
$INTC,bullish,Mizuho raises Intel on aggressive price cuts
$UNKNOWN,bullish,Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH
$NVDA,bullish,Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equalweight to Overweight with a price tar…
$UNKNOWN,bullish,Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination
$UNKNOWN,bullish,Morgan Stanley joins mortgage sector bulls
$FTNT,bullish,Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day
$NVDA,bullish,Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.
$NVDA,bullish,"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth'"
$AAPL,bullish,"Munster Doubles Down, Says Apple Has 40% Upside This Year"
$UNKNOWN,bullish,New bull sees 22% upside for Splunk
$AMZN,bullish,New for subscribers: Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest...
$UNKNOWN,bullish,Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR
$UNKNOWN,bullish,NLight target raised on Nutronics deal
$NOK,bullish,Nokia stock price target raised to $6.00 from $5.50 at MKM Partners
$NUVA,bullish,Nuvasive upgraded to outperform vs market perform at Leerink
$NVDA,bullish,"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade"
$NVDA,bullish,Nvidia stock climbs after Morgan Stanley turns bullish
$NXPI,bullish,NXP Semiconductors stock price target raised to $139 vs. $128 at SunTrust Robinson Humphrey
$OLN,bullish,Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch
$TD,bullish,"One analyst says TD could unlock ""significant value"" by selling its minority stake in Ameritrade after its purchase…"
$ONTO,bullish,Onto Innovation stock price target raised to $50 from $40 at Benchmark
$OC,bullish,Owens Corning upgraded at Wells after raising residential insulation prices
$OC,bullish,"Owens Corning Upgraded On Strong Insulation, Roofing Potential"
$OYST,bullish,Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan
$UNKNOWN,bullish,"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside"
$UNKNOWN,bullish,PennMac Financial rises to record as Piper gets more bullish
$DXCM,bullish,Piper likes DexCom in premarket analyst action
$PXLW,bullish,"Pixelworks, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets"
$PPG,bullish,PPG Industries stock price target raised to $113 vs. $105 at BofA Merrill Lynch
$PRTA,bullish,Prothena upgraded to outperform from in line at Evercore ISI
$PRPL,bullish,Purple Innovation initiated at overweight with $12 price target at KeyBanc Capital
$QTRX,bullish,Quanterix maintained as outperform with $35 price target at Leerink
$KLAC,bullish,Results: KLA Corporation Beat Earnings Expectations And Analysts Now Have New Forecasts
$RPM,bullish,RPM International stock price target raised to $79 vs. $75 at BofA Merrill Lynch
$SPGI,bullish,S&P Global stock price target raised to $322 from $274 at Stifel Nicolaus
$SAFM,bullish,Sanderson Farms stock price target raised to $159 from $150 at J.P. Morgan
$SLB,bullish,Schlumberger started at buy with $42 stock price target at Deutsche Bank
$UNKNOWN,bullish,Selvaag Bolig ASA Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next
$UNKNOWN,bullish,"SoftBank will have the ""last laugh"" with WeWork deal, one Bernstein analyst says"
$SONM,bullish,Sonoma Pharma maintained as buy with $9 price target at Benchmark
$SPLK,bullish,Splunk upgraded to overweight at Morgan Stanley
$SBUX,bullish,"Starbucks Stock Is a Buy, According to This Investment Bank"
$SBUX,bullish,Starbucks upgraded to overweight at J.P. Morgan after meeting with executives
$PH,bullish,"Stifel Upgrades Parker-Hannifin On Potential Synergies, Industry Recovery Prospects"
$WEN,bullish,"Stifel Upgrades Wendy's, Bullish On Breakfast And Digital Prospects"
$UNKNOWN,bullish,"Syanptics raised on forecast, margin strength"
$SYNA,bullish,Synaptics stock price target raised to $40 from $32 at J.P. Morgan
$SNPS,bullish,"Synopsys upgraded to overweight from neutral at JPMorgan, price target raised to $160 from $157"
$TEL,bullish,TE Connectivity stock price target raised to $95 vs. $94 at SunTrust Robinson Humphrey
$TNK,bullish,Teekay Tankers upped two notches to Buy at BAML
$TXN,bullish,Texas Instruments stock price target raised to $125 vs. $122 at SunTrust Robinson Humphrey
$TWTR,bullish,Twitter stock price target raised to $36.50 from $34.50 at Wedbush
$UNKNOWN,bullish,Twitter stock price target raised to $38 from $36 at SunTrust RH
$UNKNOWN,bullish,Twitter stock price target raised to $47 from $34 at Susquehanna
$UNKNOWN,bullish,"Twitter, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets"
$UNKNOWN,bullish,U.S. Well Services initiated at buy with $3.50 price target at Stifel
$UNKNOWN,bullish,Uber stock price target raised to $45 from $34 at MKM Partners
$UNKNOWN,bullish,Uber stock price target raised to $49 from $47 at BofA Securities
$UNKNOWN,bullish,Uber stock price target raised to $50 from $45 at Oppenheimer
$UNKNOWN,bullish,Uber stock price target raised to $52 from $50 at Wedbush
$UNKNOWN,bullish,Uber stock price target raised to $54 from $50 at Deutsche Bank
$UNKNOWN,bullish,UBS raises Peloton’s price target to $40
$UNKNOWN,bullish,UBS upgrades Hasbro on strong sales of Frozen II dolls into Black Friday
$UDR,bullish,UDR upgraded to overweight from sector weight at KeyBanc Capital
$UNKNOWN,bullish,Unisys stock price target raised to $21 from $18 at Sidoti & Co.
$UNKNOWN,bullish,UnitedHealth stock price target raised to $338 from $303 at CFRA
$HAS,bullish,Upgrades 11/25: $ARWR $CACI $CF $DECK $DKS $ENR $EQM $ETRN $FE $HAS $HLX $JD $KIM $LYFT $NTR $NVDA $ORAN $PROS $SNAP $WEN $WING $WRI $ZS
$AMT,bullish,Upgrades 4/7: $AMT $BHP $BK $CHH $ENI $EQNR $ETR $EXR $FCX $HOLX $HSIC $LOW $LSI $MAR $MAS $MGP $MHK $MXL $NGG $NWE…
$UNKNOWN,bullish,Vertex Pharmaceuticals stock price target raised to $248 from $240 at BMO Capital
$UNKNOWN,bullish,Vertical Research expects Allison Transmission to break out
$UNKNOWN,bullish,Voyager Therapeutics started at outperform with $26 stock price target at Oppenheimer
